label,message,length
0,joined today,27
0,okay well thanks clarification,52
0,ll talk others probably come early tomorrow,66
1,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logopic,149
0,money issue weigh thanks breathe easier ill make sure dont regret thanks,121
0,hi m sorry missed call pls call back,56
0,hope ve settled new school year wishin gr8 day,92
1,fantasy football back tv go sky gamestar sky active play å£250k dream team scoring start saturday register sky opt 88088,162
0,ok need tell anything going sleep good night,66
0,ok try week end course coimbatore,43
1,tone club sub expired 2 resub reply monoc 4 mono polyc 4 polys 1 weekly 150p per week txt stop 2 stop msg free stream 0871212025016,158
0,v nice 2 sheffield tom 2 air opinion category 2 b used 2 measure ethnicity next census busy transcribing,127
0,r home come within 5 min,43
0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msg gud ni8,450
0,day ì say ì cut ur hair paragon called hair sense ì noe much hair cut,102
0,hmm many unfortunately pics obviously arent hot cake kinda fun tho,88
0,watching tv lor funny bluff 4 wat izzit thk s impossible u,103
1,xmas prize draw trying contact u todays draw show å£2000 prize guaranteed call 09058094565 land line valid 12hrs,158
0,dunno lei neva say,24
0,thanx 4 2day u r goodmate think ur rite sary asusual 1 u cheered love u franyxxxxx,95
0,m way home went change batt 4 watch go shop bit lor,74
1,yes place town meet exciting adult single uk txt chat 86688 150pmsg,109
0,hi mobile lt gt added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom,158
0,good evening sir hope nice day wanted bring notice late paying rent past month pay lt gt charge felt would inconsiderate nag something give great cost s didnt speak however recession wont able pay charge month hence askin well ahead month s end please help thank everything,482
0,let want house 8am,53
0,best line said love i wait till day forget u day u realize u forget me gn,121
0,reach ten morning,31
0,pussy perfect,22
0,sorry ll call later,22
1,someone contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p,161
0,message responce happend,38
0,also s piece,22
0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,91
0,boo s thing m back home little bored already,66
0,first gained lt gt kg since took second done blood sugar test ok blood pressure within normal limit worry,191
0,pick ur fone u dumb,27
0,thanks da thangam feel happy dear also miss da,67
0,okey doke m home dressed co laying around ill speak later bout time stuff,104
0,nt run away frm u walk slowly amp kill u nt care enough stop,96
0,babe m back come back,38
0,well told others d marry,40
0,neshanth tel r u,25
0,yo yo yo byatch whassup,24
0,oh kay sat right,26
0,hi roger cl,39
1,babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo 4msgs,152
0,oh oh wasted den muz chiong sat n sun liao,54
0,jesus christ bitch m trying give drug answer fucking phone,73
0,please give 2 pick tuesday evening 8 ok,80
0,m meeting darren,21
0,one best dialogue cute reltnship wen die,53
0,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4cook cooking 5gardener picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately s reply reason u r brilliant,444
0,dear reach,41
0,aww s first time u said u missed without asking missed u first love,99
0,ok thanx gd nite 2 ì,34
0,come right ahmad,27
1,nt know u u nt know send chat 86688 let s find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,158
0,lol please actually send pic right wan na see pose comb hair dryer something,116
0,fps,24
0,huh mean computational science like dat one push n,75
0,could read love answered,47
0,oh lk tt den take e one tt end cine lor dun wan yogasana oso,81
0,madam regret disturbancemight receive reference check dlf premaricakindly informedrgds rakhesh kerala,115
1,sms services inclusive text credit pls gotto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk220cm2 9ae,152
0,oic better quickly go bathe n settle,52
0,err cud m going 8pm nt got way contact,83
0,bloo bloo bloo ll miss first bowl,41
0,lmao fun,22
0,oh k k big hitteranyway good,46
0,hey almost forgot happy bday babe love ya,57
1,valentines day special win å£1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,158
0,think move lt gt week,45
0,shes find sent offline message know anjola s,67
1,guess first time created web page wwwasjesuscom read wrote m waiting opinion want friend 11,152
0,txting driving,26
0,s good lets thank god please complete drug lot water beautiful day,100
0,really dun bluff leh u sleep early nite,53
0,indians r poor india poor country says one swiss bank director say lt gt lac crore indian money deposited swiss bank used taxless budget lt gt yr give lt gt crore job indians village delhi 4 lane road forever free power suply lt gt social project every citizen get monthly lt gt lt gt yr need world bank amp imf loan think money blocked rich politician full right corrupt politician itna forward karo ki pura india padhegm,632
0,uncle boye need movie oh guide plus know torrent particularly legal system slowing gr8 day plus started co dont meet online honey moon,235
0,oh ya ya remember da,26
0,btw regarding really try see anyone else 4th guy commit random dude,114
1,ur chance win å£250 cash every wk txt play 83370 s c s wwwmusictrivianet custcare 08715705022 1x150pwk,122
0,busy juz dun wan 2 go early hee,45
0,rightio 1148 well arent bright early morning,78
0,great m church holla get,51
0,back brum thanks putting u keeping u happy see soon,82
0,donno scorable,28
0,lt gt great loxahatchee xmas tree burning update totally see star,85
0,yes dont care need bad princess,46
0,guy kadeem nt selling since break know one guy s paranoid fuck nt like selling without ca nt til late tonight,183
0,sorry ll call later,22
0,tmr ì brin lar aiya later come n c lar mayb ì neva set properly ì got da help sheet wif ì,109
0,u knw dis lt gt,28
0,dun believe wat,25
0,k give back thanks,23
0,know complain num bettr directly go bsnl offc nd apply,74
0,okay ve seen pick friday,50
0,much payed suganya,28
0,left dessert u wan 2 go suntec look 4 u,44
0,abeg make profit start using get sponsor next event,88
0,onum ela pa normal,25
0,kk sister kid,29
0,cool ll text m way,39
0,nope meanwhile talk say make greet,46
0,cant talk nowi call candont keep calling,64
0,anything lar,15
0,rose need water season need change poet need imagination phone need ur sm need ur lovely frndship forever,126
0,good afternoon babe go day job prospect yet miss love sigh,105
0,pick drop carso problem,49
0,si think waste rr,30
0,world famamus,23
0,coming friday leave pongal get news work place,84
0,lol well nt without could big sale together,67
0,way,14
0,eat old airport road 630 oredi got lot pple,68
0,sry ca nt talk phone parent,37
1,final chance claim ur å£150 worth discount voucher today text yes 85023 savamob member offer mobile cs savamob pobox84 m263uz å£300 subs 16,161
0,ok lor wat time ì finish,26
0,princess like make love lt gt time per night hope thats problem,84
0,mm way railway,29
0,dnt wnt tlk wid u,22
0,m done m sorry hope next space give everything want remember furniture m around move lock lock leave key jenne,201
0,yet d like keep touch easiest way barcelona way ru house,137
1,sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook 8007,116
1,urgent call 09066612661 landline complementary 4 tenerife holiday å£10000 cash await collection sae cs po box 3 wa14 2px 150ppm 18 sender hol offer,168
0,k evening da urgent,33
0,pansy ve living jungle two year driving worried,101
0,mm kanji dont eat anything heavy ok,45
0,promise getting soon ll text morning let know made ok,124
0,lol s different nt go trying find every real life photo ever took,84
0,dont thnk wrong calling u,42
0,k ill drinkpa need sr model pls send mail id pa,78
0,aiyah e rain like quite big leh drizzling least run home,70
0,2 doc appointment next week m tired shoving stuff ugh could nt normal body,121
0,dun b sad s dun thk abt already concentrate ur paper k,81
0,greetings consider excused,42
0,drama plsi enough family struggling hot sun strange placeno reason ego going if invited actually necessity gowait serious reppurcussions,245
0,released another italian one today cosign option,66
0,mu try figure much money everyone gas alcohol jay trying figure weed budget,139
1,winner valued network customer hvae selected receive å£900 reward collect call 09061701444 valid 24 hour acl03530150pm,150
0,hcl chennai requires freshers voice processexcellent english neededsalary upto lt gt call mssuman lt gt telephonic interview via indyarockscom,167
0,dai da send resume id,51
0,know lt gt ll around 5,55
0,yup ve finished c ì,31
0,remember ask alex pizza,36
0,da today also forgot,28
0,ola would get back maybe today told direct link us getting car bid online arrange shipping get cut u partnership u invest money shipping take care rest u wud b self reliant soon dnt worry,306
0,fwiw reason m around s time smoke gas afford around someone tell apparently happens somebody want light,202
0,hello boytoy made home constant thought love hope nice visit ca nt wait till come home kiss,160
0,congrats kano whr treat maga,36
0,u talking,20
0,yup,6
0,ok,5
0,u wake already wat u u picking u later rite m taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon,150
0,yunny m walking citylink ì faster come hungry,74
0,er yep sure props,19
0,hiya u paying money account thanks got pleasant surprise checked balance u c nt get statement 4 acc,153
1,u nokia 6230 plus free digital camera u get u win free auction take part send nokia 83383 pobox11414tcrw1 16,158
0,ok ill send lt decimal gt ok,45
0,bognor splendid time year,54
0,yesi m office da,22
0,sorry ll call later,22
0,joy s father john john name joy s father mandan,67
0,ok ask abt e movie u wan ktv oso,42
0,misplaced number sending text old number wondering ve heard year best mcat got number atlanta friend,179
0,sorry ll call later,22
0,dunno lei might b eatin wif frens ì wan eat wait 4 ì lar,82
0,sorry ll call later,22
1,free entry å£250 weekly comp send word win 80086 18 c wwwtxttowincouk,100
0,say slowly god love amp need clean heart bloodsend ten special people amp u c miracle tomorrow pls pls,163
0,u noe 2 send file 2 computer,46
0,mmmmm loved waking word morning miss love hope day go well happy wait u together,158
0,jay say ll put lt gt,32
0,come sec s somebody want see,71
0,sun anti sleep medicine,34
0,s happening gotten job begun registration permanent residency,104
0,yup ok,9
0,glad went well come 11 ll plenty time claire go work,95
0,ok enjoy r u home,29
0,pls pls send mail know relative coming deliver know cost risk benefit anything else thanks,155
0,like,24
0,s haf combine n c lor,41
0,monthly amount terrible pay anything till 6months finishing school,106
0,hmmm many player selected,32
0,said gon na snow start around 8 9 pm tonite predicting inch accumulation,112
0,dont send plus s mode,47
0,aiyo please ì got time meh,28
0,package program well,30
0,sister belongs 2 family hope tomorrow pray 4 fated 4 shoranur train incident lets hold hand together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pas stop violence women,289
0,guy asking get slipper gone last year,80
0,company goodenvironment terrific food really nice,70
1,text82228 get ringtones logo game wwwtxt82228com questions info txt82228couk,101
0,honestly ve made lovely cup tea promptly dropped key burnt finger getting,122
0,yup studying surfing lor m e lazy mode today,59
0,please sen kind advice please come try,58
0,m done c ì,21
0,oh fine ll tonight,27
0,ìï give time walk,35
0,ll reach ard 20 min ok,31
1,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300pwk sp rwm ph08704050406,156
0,fuck babe happened come never came back,66
1,message brought gmw ltd connected,70
0,friend want drive em someplace probably take,65
0,also thk fast xy suggest one u dun wan s ok going 2 rain leh got gd,95
0,still getting good,32
0,maybe pressies,23
0,yeah ll leave maybe 7ish,36
0,k k m also fine complete course,55
0,sea lay rock rock envelope envelope paper paper 3 word,140
0,told dr appt next week think m gon na die told check nothing worried nt listen,144
0,room need,30
0,dont want hear anything,28
0,hey leave friday wait ask superior tell,83
0,ultimately tor motive tui achieve korli,40
0,5 2 work timing,32
0,û donû÷t worry weû÷ll finished march û ish,61
0,house water dock boat rolled newscaster dabbles jazz flute behind wheel,116
1,congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,160
1,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video,153
0,thats going ruin thesis,36
0,sch neva mind u eat 1st lor,36
0,hey whats u sleeping morning,37
0,erm thought contract ran the4th october,54
0,dunno lets go learn pilate,46
1,u subscribed best mobile content service uk å£3 per ten day send stop 83435 helpline 08706091795,134
0,yup m elaborating safety aspect issue,65
1,3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs å£150,131
0,goodmorning today late 1hr,37
0,hi happy birthday hi hi hi hi hi hi hi,39
0,outside office take,44
0,nt respond imma assume re still asleep imma start calling n shit,82
0,aight see bit,23
0,superior telling friday leave department except leave way call waheed fathima hr conform,155
1,join uk s horniest dogging service u sex 2nite sign follow instruction txt entry 69888 nytec2a3lpmsg 150p,153
0,lol take member said aunt flow nt visit 6 month s cause developed ovarian cyst bc way shrink,153
0,still work going small house,44
0,friend got say s upping order gram s got lt gt get,117
0,tmr timin still da wat co got lesson 6,55
0,thatû÷s thing ape u fight death keep something minute u let go thats,126
1,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 å£150 sp tyrone,137
0,m gon na able late notice ll home week anyway plan,109
0,got fujitsu ibm hp toshiba got lot model say,65
0,okie thanx,16
0,gosh pain spose better come,50
0,usual iam fine happy amp well,46
0,okie,4
0,gon na get rimac access,35
0,im arestaurant eating squid 1030 wan na dosomething late,99
0,call time job today ok umma ask speed,57
0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks 4 hrs last nite2 today wrk,136
0,r u sam p eachother meet go 2 house,56
0,yeah lol luckily nt starring role like,62
0,hello madam,25
0,awesome text re restocked,38
0,usual iam fine happy amp well,46
1,knock knock txt whose 80082 enter r weekly draw 4 å£250 gift voucher 4 store yr choice cs wwwtklscom age16 stoptxtstopå£150week,156
0,yes s innocent fun,32
0,thanks sending mental ability question,49
0,sir hope day going smoothly really hoped wont bother bill ca nt settle month extra cash know challenging time also let know,243
0,2marrow wed lt gt 2 aha,42
0,went ur hon lab one,41
0,cant pick phone right pls send message,51
0,hey pple 700 900 5 night excellent location wif breakfast hamper,81
1,forwarded 21870000 hi mailbox messaging sms alert 40 match please call back 09056242159 retrieve message match cc100pmin,173
0,come,9
0,lol nah nt bad thanks good b home quite reality check hows ur day u anything website,136
0,ok lor,9
0,m coming home 4 dinner,25
0,da al r lt gt,27
1,free ring tone text polys 87131 every week get new tone 0870737910216yrs å£150wk,109
0,unni thank dear recharge rakhesh,45
0,know m lacking particular dramastorm s detail part m worried,115
0,haha cant tmr forfeit haha,65
0,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks,139
0,way m going back,28
1,urgent mobile 077xxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,154
0,cal sir meeting,30
0,s love hear v see sundayish,53
0,sorry da thangam sorry held prasad,59
0,tiwary rcbbattle bang kochi,44
0,thank god bed,26
0,nt cancer moms making big deal regular checkup aka pap smear,85
0,gobi art college,23
0,want talk,27
0,pandy joined 4w technology todayhe got job,47
1,guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,147
0,try get lost fact tee hee,49
0,hi spoke maneesha v d like know satisfied experience reply toll free yes,126
0,friend use call,32
0,sorry ll call later,22
0,em olowoyey uscedu great time argentina sad secretary everything blessing,107
0,s taxt massage tiepos argh ok lool,46
0,hi please get lt gt dollar loan ill pay back mid february pls,96
0,might want pull case plan spending nt much confidence derek taylor s money management,157
0,like shaking booty dance floor,50
0,text get nt call phone problem,63
0,need drug anymore,29
0,sorry da thought calling lot time lil busyi call noon,87
0,sarcasm nt scarcasim,27
0,great run ttyl,33
0,feel like trying kadeem v,33
0,dai lt gt naal eruku,27
0,yet chikku wat abt u,26
0,ok,5
0,want finally lunch today,33
0,know dad back,34
1,hello darling today would love chat dont tell look like sexy,130
1,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16,165
0,remains bro amongst bros,29
0,r u meeting da ge nite tmr,30
0,nice day impressively sensible went home early feel fine boring s ca nt remember,140
0,de looking good,34
1,wan na get laid 2nite want real dogging location sent direct ur mobile join uk s largest dogging network txt park 69696 nyt ec2a 3lp å£150msg,163
1,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,130
0,yes replied mail m going management office later plus bank later alsoor wednesday,117
0,s cool ll come like lt gt ish,45
0,super msg da nalla timing,27
0,good afternoon boytoy feeling today better hope good boy obedient slave please queen,153
0,6 ft good combination,41
0,m sick m needy want pout stomp foot pout stomp foot want slave want,136
0,train back northampton m afraid,56
0,abj serving staying dad alone,64
0,playng 9 door game gt racing phone lol,50
1,new tones week include 1 mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruction next message,136
0,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4cook cooking 5gardener picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately s reply reason u r brilliant,444
0,m da bus going home,27
0,got call landline number asked come anna nagar go afternoon,106
0,m okay chasing dream s good next,66
0,yupz ve oredi booked slot 4 weekend liao,54
1,urgent trying contact u todays draw show å£800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,158
0,r many model sony ericson also der lt gt luks good bt forgot modl,88
0,okie,4
0,yes know cheesy song frosty snowman,54
0,ya ok vikky vl c witin lt gt min il reply u,56
1,sport fan get latest sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p,153
0,hey tmr meet bugis 930,27
1,urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,158
0,nice new shirt thing wear nudist themed mu,95
0,hey sexy bun day word morning ym think,95
0,whenever see still hook,52
0,nope m going home go pump petrol lor like going 2 rain soon,80
0,use foreign stamp whatever send,63
1,88066 lost å£12 help,25
0,oh baby house come dont new picture facebook,73
0,feb lt gt i love u day send dis ur valued frnds evn 3 come back u ll gt married person u luv u ignore dis u lose ur luv 4 evr,169
0,hiya sorry nt hav signal nt seen heard neither unusual ll put case get sort hugs snogs,169
0,omw back tampa west palm hear happened,57
0,yup already thanx 4 printing n handing,56
1,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd 25p optout txt stop 83021 reply date,156
0,mean come chase stated watch many movie want,113
0,took tablet reaction morning,50
1,great new offer double mins double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs,160
0,nah m perpetual dd,23
0,sorry de went shop,24
1,hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk,118
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
0,hey still want go yogasana coz end cine go bathe hav steam bath,101
0,nope m drivin neva develop da photo lei,54
0,thinking going reg pract lesson flung advance haha wat time u going,96
0,cool lt gt inch long hope like big,59
0,housemaid murderer coz man murdered lt gt th january public holiday govtinstituitions closed including post office understand,166
0,okie thanx,14
1,18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222,135
0,go n buy juz buy get lar,46
0,ok lor,9
0,m working technical support voice process,46
0,s justbeen overa week since broke already brain going mush,84
0,tunde wishing great day abiola,71
0,nope c ì,20
0,ll medical mission nigeria,44
0,movie laptop,46
0,whatsup dont u want sleep,35
1,urgent please call 09066612661 landline å£5000 cash luxury 4 canary islands holiday await collection cs sae award 20m12aq 150ppm 16 ûï,154
1,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday å£1000 cash await collection ppm 150 sae cs james 28 eh74rr,166
0,havent lei next mon,28
0,mm feeling sleepy today shall get dear,53
0,dare stupid wont tell anything hear wont talk,82
0,ì noe ben going,26
0,mag meeting avo point,48
0,meant middle left right,29
0,really crashed cuddled sofa,41
0,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,99
0,sent price mean lt gt g,55
0,much buzy,22
0,nothing,15
1,nt know u u nt know send chat 86688 let s find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,158
0,working ringing u thing whole houseful screaming brat pulling hair loving u,119
0,family responding anything room went home diwali one called coming make feel like died,154
0,tick tick tick babe,25
0,r ì going 4 today s meeting,29
0,k da many page want,29
0,ya nowonion roast,28
0,send number give reply tomorrow morning said like ok,89
0,said problem let know,56
0,ok tell half hr b4 u come need 2 prepare,53
0,play w computer aiyah tok 2 u lor,37
0,sat right okay thanks,26
0,derp worse dude always want party dude file complaint three drug abuser life,129
0,ok chinese food way get fat re paying lipo,69
0,r outside already,21
0,good trip watch remember get back must decide easter,89
0,yo watching movie netflix,37
0,time iû÷m prob 3,39
0,meh thgt clash really ah dun mind dun seen lost weight gee,102
0,dont thnk wrong calling u,42
0,sure night menu know noon menu,63
0,arr birthday today wish get oscar,50
0,say slowly god love amp need clean heart bloodsend ten special people amp u c miracle tomorrow pls pls,163
0,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,200
0,picking various point,41
1,married local woman looking discreet action 5 real match instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,155
0,wow v v impressed fun shopping,38
0,way ur home,26
1,burger king wan na play footy top stadium get 2 burger king 1st sept go large super cocacola walk winner,141
0,problem talk later,29
0,ur si,16
0,still customer place,23
1,come take little time child afraid dark become teenager want stay night,124
0,dude u knw also telugu thts gud k gud nyt,46
0,confirm eating esplanade,31
0,send id password,28
0,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,118
1,ur chance win å£250 cash every wk txt action 80608 s c s wwwmovietriviatv custcare 08712405022 1x150pwk,124
0,well might come,29
0,long quit get like 5 minute day,63
0,likely called mittelschmertz google dont paracetamol dont worry go,106
0,well right m gon na get check today s steam salespee text want come get,121
0,arrived see couple day lt 3,44
0,k wat tht incident,22
0,yeah get unlimited,22
0,cthen thk shd b enuff still got conclusion n content pg n reference ll b da content pg n cover pg,116
0,forgot take 3 year shower sorry atyour phone dead yet,78
0,ìï got wat buy tell u ì need come,59
0,big god bring success,43
1,uûªve bin awarded å£50 play 4 instant cash call 08715203028 claim every 9th player wins min å£50å£500 optout 08718727870,131
0,û r stayin extra week back next wed rugby weekend hi c u soon ham,124
0,campus library,45
0,affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt ll double check text tomorrow,142
0,creep,32
0,tell friend plan valentines day lt url gt,69
0,get ten billion call text help god,79
0,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,149
0,ve told ve returned order,63
0,housemaid murderer coz man murdered lt gt th january public holiday govtinstituitions closed including post office,155
0,depends u going lor,29
0,smile right go world wonder smiling think crazy keep away grin,145
1,freemsg fav xmas tones reply real,33
0,lil fever fine,22
0,think s still car,32
0,,10
1,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,158
0,yes princess want catch big strong hand,61
0,oh yeah forgot u take 2 shopping,57
0,mm asked call radio,36
0,thinkin someone good drug,52
0,say slowly god love amp need clean heart bloodsend ten special people amp u c miracle tomorrow pls pls,163
0,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,133
0,alright re sure let know re leaving,55
0,lasting much 2 hour might get lucky,57
0,genius s brother pls send number skype,68
1,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,160
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join,123
0,nt forget owns s private property good boy always passionate kiss,111
1,interflora åòit s late order interflora flower christmas call 0800 505060 place order midnight tomorrow,137
0,oh god taken teeth paining,37
1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,152
0,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,74
0,need buy lunch eat maggi mee,47
1,congratulations thanks good friend u å£2000 xmas prize 2 claim easy call 08712103738 10p per minute btnationalrate,158
0,ok lor,9
0,oh right ok ll make sure load work day got really nasty cough today dry n shot really help,149
0,wifehow knew time murder exactly,44
1,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,160
0,howz person story,23
0,thanx 4 sending home,26
0,normally hot mail com see,35
1,ve tkts euro2004 cup final å£800 cash collect call 09058099801 b4190604 pobox 7876150ppm,111
0,u sick still go shopping,29
0,ya well fine bbd pooja full pimple even become quite black ur rite cold wearing sweatter,131
0,nicenicehow working,28
0,1 s reach home call,23
0,trying find chinese food place around,52
0,easy mate guess quick drink bit ambitious,53
0,babe miiiiiiissssssssss need crave geeee m sad without babe love,131
0,ok thanx,11
0,aathi dear,27
0,tunji s queen wishing great day abiola,88
0,today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss call u get u get 6missed u marry ur lover,166
0,class hour sorry,42
0,wat time u finish ur lect today,32
1,freemessage jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbpweek 16only c s apply,157
0,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parents kidz friends n colleagues screaming surprise waiting sofa naked,588
1,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,151
0,s fine good hear dear happy new year oh,74
0,going wipro interview today,39
0,tall princess,26
0,doubt could handle 5 time per night case,57
0,haha hope ì hear receipt sound gd luck,54
0,gon na death m gon na leave note say robs fault avenge,94
0,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,276
0,today m workin free oso gee thgt u workin ur fren s shop,82
0,life face choice toss coin becoz settle question coin air u know heart hoping gudni8,160
0,know god created gap finger one made come amp fill gap holding hand love,151
0,want kiss feel next,60
0,happy saying,51
1,adult 18 content video shortly,52
0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,138
0,m saying nt explicitly told nora know someone m probably gon na bother,104
0,say hi get as back south tampa preferably kegger,75
0,smith waste dai wan na gayle,29
0,mum ve sent many many message since got want know actually getting enjoy rest day,142
0,aight tomorrow around lt gt,40
0,housemaid murderer coz man murdered lt gt th january public holiday govtinstituitions closed including post office understand,166
1,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,152
0,actually first time went bed long spoke woke 7 night,130
0,see,15
0,dont understand message,31
0,crucify c s told earlier,52
0,idk keep saying re since moved keep butting head freedom vs responsibility m tired much shit deal m barely keeping together get added,234
0,fuck cedar key fuck come anyway tho,50
0,twenty past five said train durham already coz reserved seat,103
1,hey boys want hot xxx pic sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,140
0,u still painting ur wall,25
1,last chance claim ur å£150 worth discount voucher today text shop 85023 savamob offer mobile cs savamob pobox84 m263uz å£300 sub 16,154
0,printer cool mean groovy wine groovying,49
0,hi harish s rent transfred ur acnt,47
0,anything lor coming,27
0,cbe really good nowadays lot shop showroom city shaping good,77
0,ìï still attending da talk,28
0,probs hon u doinat mo,34
0,k ll take care,22
0,take nt phone callon friday assume wo nt year,95
0,battery low babe,22
0,shuhui bought ron s present s swatch watch,54
0,yeah s quite bit left ll swing tomorrow get,67
0,babe said 2 hour s almost 4 internet,73
0,k ll sure get noon see s,56
0,k k yesterday cbe,32
0,went ganesh dress shop,25
1,pdatenow double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl,163
0,ìï collecting ur laptop going configure da setting izzit,66
0,r home come within 5 min,43
0,aight 8 latest probably closer 7 jay tyler two trip,121
0,come aftr lt decimal gt cleaning house,55
1,ur cashbalance currently 500 pound maximize ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1,139
0,bill letter iûªm expecting one orange isnûªt bill may still say orange,126
0,tell pa pain de,27
0,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want 10 man gang bang,141
0,ha donû÷t know either clever simple thing pear day perfect christmas,111
0,helloooo wake sweet morning welcomes you enjoy day full joy gud mrng,125
0,alrite,6
0,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,142
1,urgent mobile number awarded å£2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,137
0,guy go see movie side,46
0,sorry meeting ll call later,32
0,nt tell m thinking plus s going stop run,89
0,kindly send one flat lt decimal gt today,64
1,sorry u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info,148
